Date,Open,High,Low,Close,Adj Close,Volume
2010-09-17,0.059000,0.061000,0.057610,0.061000,0.061000,427
2010-09-18,0.061000,0.062700,0.060000,0.062700,0.062700,797
2010-09-19,0.062700,0.063400,0.062000,0.062100,0.062100,891
2010-09-20,0.062100,0.063300,0.062300,0.062650,0.062650,359
2010-09-21,0.062650,0.062400,0.061470,0.062200,0.062200,717
2010-09-22,0.062200,0.063000,0.061500,0.062310,0.062310,970
2010-09-23,0.062310,0.062400,0.062090,0.062200,0.062200,42
2010-09-24,0.062200,0.062400,0.061700,0.062020,0.062020,133
2010-09-25,0.062020,0.062280,0.061860,0.062000,0.062000,748
2010-09-26,0.062000,0.062280,0.061900,0.062200,0.062200,668
2010-09-27,0.062200,0.062710,0.061700,0.061900,0.061900,439
2010-09-28,0.061900,0.062000,0.061500,0.061910,0.061910,1450
2010-09-29,0.061910,0.061900,0.061550,0.061900,0.061900,488
2010-09-30,0.061900,0.062000,0.061890,0.061970,0.061970,106
2010-10-01,0.061970,0.061910,0.061250,0.061400,0.061400,802
2010-10-02,0.061400,0.061400,0.061000,0.061110,0.061110,439
2010-10-03,0.061110,0.062000,0.060810,0.061300,0.061300,2079
2010-10-04,0.061300,0.063010,0.060900,0.061400,0.061400,1699
2010-10-05,0.061400,0.063500,0.061200,0.062810,0.062810,2091
2010-10-06,0.062810,0.067000,0.062800,0.067000,0.067000,2812
2010-10-07,0.067000,0.088000,0.010000,0.086850,0.086850,10784
2010-10-08,0.086850,0.120000,0.068000,0.093800,0.093800,16104
2010-10-09,0.093800,0.130100,0.079990,0.096500,0.096500,4889
2010-10-10,0.096500,0.103000,0.091000,0.095000,0.095000,1395
2010-10-11,0.095000,0.099000,0.082000,0.094900,0.094900,2396
2010-10-12,0.094900,0.105000,0.092000,0.105000,0.105000,4558
2010-10-13,0.105000,0.104500,0.065000,0.102000,0.102000,3701
2010-10-14,0.102000,0.119000,0.092000,0.105000,0.105000,2554
2010-10-15,0.105000,0.103000,0.100000,0.101000,0.101000,633
2010-10-16,0.101000,0.104500,0.100000,0.102000,0.102000,1857
2010-10-17,0.102000,0.103000,0.097000,0.102400,0.102400,2591
2010-10-18,0.102400,0.101900,0.097000,0.097000,0.097000,623
2010-10-19,0.097000,0.103000,0.094000,0.099000,0.099000,3221
2010-10-20,0.099000,0.109000,0.097000,0.107000,0.107000,4616
2010-10-21,0.107000,0.109000,0.101500,0.102500,0.102500,3665
2010-10-22,0.102500,0.109000,0.104500,0.105500,0.105500,481
2010-10-23,0.105500,0.190000,0.108000,0.115000,0.115000,1560
2010-10-24,0.115000,0.190000,0.090090,0.132000,0.132000,4450
2010-10-25,0.132000,0.180000,0.133000,0.150300,0.150300,2995
2010-10-26,0.150300,0.190000,0.151000,0.187700,0.187700,11594
2010-10-27,0.187700,0.191000,0.173100,0.173100,0.173100,4009
2010-10-28,0.173100,0.190000,0.173000,0.190000,0.190000,5380
2010-10-29,0.190000,0.199000,0.187500,0.198900,0.198900,5112
2010-10-30,0.198900,0.198900,0.171000,0.192500,0.192500,7829
2010-11-01,0.192500,0.195500,0.172000,0.195500,0.195500,4049
2010-11-02,0.195500,0.195000,0.190500,0.193800,0.193800,1121
2010-11-03,0.193800,0.275000,0.125000,0.193100,0.193100,11769
2010-11-04,0.193100,0.236000,0.193400,0.230000,0.230000,6229
2010-11-05,0.230000,0.263900,0.210100,0.260000,0.260000,8757
2010-11-06,0.260000,0.500000,0.240200,0.390000,0.390000,9396
2010-11-07,0.390000,0.470000,0.286000,0.340000,0.340000,27937
2010-11-08,0.340000,0.370000,0.226100,0.243000,0.243000,38339
2010-11-09,0.243000,0.323000,0.199000,0.210000,0.210000,12808
2010-11-10,0.210000,0.240000,0.140000,0.240000,0.240000,6110
2010-11-11,0.240000,0.240000,0.210000,0.223100,0.223100,1111
2010-11-12,0.223100,0.290000,0.223000,0.268200,0.268200,10494
2010-11-13,0.268200,0.300000,0.268300,0.276000,0.276000,6351
2010-11-14,0.276000,0.299000,0.270200,0.279000,0.279000,4793
2010-11-15,0.279000,0.282800,0.268200,0.268200,0.268200,2337
2010-11-16,0.268200,0.275000,0.223000,0.223000,0.223000,8609
2010-11-17,0.223000,0.290000,0.211600,0.229900,0.229900,8662
2010-11-18,0.229900,0.283000,0.222100,0.267800,0.267800,10253
2010-11-19,0.267800,0.280000,0.268200,0.280000,0.280000,583
2010-11-20,0.280000,0.290000,0.268200,0.283000,0.283000,4119
2010-11-21,0.283000,0.282000,0.276300,0.276700,0.276700,212
2010-11-22,0.276700,0.287900,0.269000,0.287900,0.287900,7818
2010-11-23,0.287900,0.284500,0.276000,0.282900,0.282900,1361
2010-11-24,0.282900,0.283000,0.276100,0.283000,0.283000,710
2010-11-25,0.283000,0.282500,0.278000,0.280000,0.280000,469
2010-11-26,0.280000,0.289000,0.276100,0.284400,0.284400,9510
2010-11-27,0.284400,0.284400,0.282600,0.283000,0.283000,515
2010-11-28,0.283000,0.284600,0.270000,0.270000,0.270000,5746
2010-11-29,0.270000,0.279000,0.215100,0.229900,0.229900,8802
2010-11-30,0.229900,0.229900,0.204000,0.208200,0.208200,4570
2010-12-01,0.208200,0.229900,0.209500,0.227500,0.227500,1752
2010-12-02,0.227500,0.255300,0.218000,0.255000,0.255000,4800
2010-12-03,0.255000,0.255200,0.243000,0.251000,0.251000,633
2010-12-04,0.251000,0.258900,0.205000,0.205000,0.205000,6673
2010-12-05,0.205000,0.235000,0.190000,0.190000,0.190000,1178
2010-12-06,0.190000,0.225000,0.184100,0.204000,0.204000,863
2010-12-07,0.204000,0.247700,0.170100,0.233000,0.233000,5411
2010-12-08,0.233000,0.240000,0.220000,0.238800,0.238800,789
2010-12-09,0.238800,0.233000,0.170100,0.200000,0.200000,4411
2010-12-10,0.200000,0.204000,0.182500,0.204000,0.204000,328
2010-12-11,0.204000,0.228000,0.190700,0.228000,0.228000,1267
2010-12-12,0.228000,0.227900,0.206800,0.220000,0.220000,418
2010-12-13,0.220000,0.230000,0.210000,0.229900,0.229900,1425
2010-12-14,0.229900,0.246800,0.210000,0.246700,0.246700,2403
2010-12-15,0.246700,0.246000,0.238000,0.238000,0.238000,901
2010-12-16,0.238000,0.255000,0.222200,0.250000,0.250000,3522
2010-12-17,0.250000,0.249000,0.240000,0.240000,0.240000,130
2010-12-18,0.240000,0.248800,0.241000,0.241000,0.241000,41
2010-12-19,0.241000,0.249900,0.240000,0.240100,0.240100,487
2010-12-20,0.240100,0.275000,0.240000,0.267000,0.267000,2769
2010-12-21,0.267000,0.267000,0.240000,0.240000,0.240000,2291
2010-12-22,0.240000,0.250000,0.244000,0.250000,0.250000,949
2010-12-23,0.250000,0.250000,0.241000,0.250000,0.250000,2160
2010-12-24,0.250000,0.250000,0.242000,0.248000,0.248000,1252
2010-12-25,0.248000,0.250000,0.247500,0.249900,0.249900,175
2010-12-26,0.249900,0.270000,0.246400,0.265000,0.265000,4203
2010-12-27,0.265000,0.270000,0.251000,0.265000,0.265000,1270
2010-12-28,0.265000,0.281000,0.261200,0.281000,0.281000,4238
2010-12-29,0.281000,0.301000,0.271000,0.300000,0.300000,5363
2010-12-30,0.300000,0.300000,0.291000,0.300000,0.300000,759
2010-12-31,0.300000,0.300000,0.292000,0.300000,0.300000,428
2011-01-01,0.300000,0.300000,0.292000,0.300000,0.300000,841
2011-01-02,0.300000,0.300000,0.289000,0.300000,0.300000,1584
2011-01-03,0.300000,0.299900,0.290000,0.295000,0.295000,420
2011-01-04,0.295000,0.299900,0.289000,0.298900,0.298900,548
2011-01-05,0.298900,0.299000,0.290000,0.299000,0.299000,106
2011-01-06,0.299000,0.299000,0.290000,0.298000,0.298000,1031
2011-01-07,0.298000,0.322000,0.297500,0.320000,0.320000,13152
2011-01-08,0.320000,0.322900,0.309000,0.322900,0.322900,512
2011-01-09,0.322900,0.323000,0.322900,0.323000,0.323000,546
2011-01-10,0.323000,0.329000,0.317500,0.326600,0.326600,3360
2011-01-11,0.326600,0.326600,0.317600,0.326600,0.326600,1578
2011-01-12,0.326600,0.355700,0.318000,0.318800,0.318800,10508
2011-01-13,0.318800,0.405000,0.317600,0.317600,0.317600,7147
2011-01-14,0.317600,0.450000,0.317600,0.400000,0.400000,10691
2011-01-15,0.400000,0.400000,0.385000,0.386000,0.386000,591
2011-01-16,0.386000,0.400000,0.386000,0.386800,0.386800,1085
2011-01-17,0.386800,0.386800,0.315000,0.349500,0.349500,6360
2011-01-18,0.349500,0.349500,0.305000,0.313000,0.313000,4950
2011-01-19,0.313000,0.313000,0.305000,0.313000,0.313000,2247
2011-01-20,0.313000,0.390000,0.310000,0.390000,0.390000,6900
2011-01-21,0.390000,0.440000,0.368000,0.419900,0.419900,3351
2011-01-22,0.419900,0.444300,0.390000,0.444300,0.444300,4513
2011-01-23,0.444300,0.444300,0.420000,0.442400,0.442400,505
2011-01-24,0.442400,0.442400,0.381000,0.419900,0.419900,4516
2011-01-25,0.419900,0.425000,0.400000,0.410000,0.410000,901
2011-01-26,0.410000,0.420000,0.390400,0.417000,0.417000,6315
2011-01-27,0.417000,0.450000,0.408500,0.421200,0.421200,12086
2011-01-28,0.421200,0.446000,0.421200,0.446000,0.446000,2301
2011-01-29,0.446000,0.445000,0.430000,0.439000,0.439000,643
2011-01-30,0.439000,0.480000,0.445000,0.479900,0.479900,4775
2011-01-31,0.479900,0.950000,0.470000,0.520000,0.520000,32708
2011-02-01,0.520000,0.850000,0.520100,0.700000,0.700000,23264
2011-02-02,0.700000,0.760000,0.690000,0.716000,0.716000,4126
2011-02-03,0.716000,0.750000,0.650100,0.690000,0.690000,6064
2011-02-04,0.690000,0.880000,0.670000,0.811000,0.811000,33965
2011-02-05,0.811000,0.920000,0.811500,0.920000,0.920000,13634
2011-02-06,0.920000,0.920000,0.830000,0.899700,0.899700,7608
2011-02-07,0.899700,0.900000,0.830000,0.890000,0.890000,1949
2011-02-08,0.890000,0.918000,0.861700,0.918000,0.918000,6306
2011-02-09,0.918000,1.090000,0.820000,1.090000,1.090000,47455
2011-02-10,1.090000,1.100000,0.800000,0.980300,0.980300,25568
2011-02-11,0.980300,1.090000,0.926400,1.070000,1.070000,13213
2011-02-12,1.070000,1.080000,0.990600,1.080000,1.080000,4353
2011-02-13,1.080000,1.080000,1.020000,1.050000,1.050000,3398
2011-02-14,1.050000,1.080000,1.030000,1.070000,1.070000,7532
2011-02-15,1.070000,1.090000,1.030000,1.050000,1.050000,9085
2011-02-16,1.050000,1.050000,1.020000,1.050000,1.050000,7465
2011-02-17,1.050000,1.050000,1.020000,1.040000,1.040000,4184
2011-02-18,1.040000,1.040000,0.780100,0.898900,0.898900,32719
2011-02-19,0.898900,0.980000,0.837600,0.949000,0.949000,3454
2011-02-20,0.949000,0.949000,0.830000,0.850000,0.850000,8503
2011-02-21,0.850000,0.879600,0.831300,0.834500,0.834500,1435
2011-02-22,0.834500,0.950000,0.831300,0.870200,0.870200,10650
2011-02-23,0.870200,0.945000,0.868100,0.900000,0.900000,6057
2011-02-24,0.900000,1.000000,0.900000,0.997400,0.997400,12708
2011-02-25,0.997400,0.999800,0.911100,0.911100,0.911100,4276
2011-02-26,0.911100,0.970000,0.910600,0.958000,0.958000,4452
2011-02-27,0.958000,0.958000,0.890000,0.890000,0.890000,21576
2011-02-28,0.890000,0.920000,0.845000,0.860000,0.860000,4108
2011-03-01,0.860000,0.970000,0.850200,0.920200,0.920200,21413
2011-03-02,0.920200,0.940000,0.910200,0.939900,0.939900,2533
2011-03-03,0.939900,0.939900,0.910000,0.939100,0.939100,2520
2011-03-04,0.939100,0.939100,0.900100,0.901000,0.901000,2469
2011-03-05,0.901000,0.918900,0.811100,0.910300,0.910300,11115
2011-03-06,0.910300,0.909800,0.810000,0.899900,0.899900,10775
2011-03-07,0.899900,0.909000,0.846000,0.885000,0.885000,13527
2011-03-08,0.885000,0.885000,0.850000,0.870000,0.870000,3931
2011-03-09,0.870000,0.870000,0.850000,0.864500,0.864500,3881
2011-03-10,0.864500,0.932900,0.849700,0.932900,0.932900,7895
2011-03-11,0.932900,0.925000,0.860100,0.880000,0.880000,3301
2011-03-12,0.880000,0.919700,0.880000,0.918000,0.918000,4319
2011-03-13,0.918000,0.918000,0.889800,0.892500,0.892500,595
2011-03-14,0.892500,0.900000,0.880000,0.894900,0.894900,4676
2011-03-15,0.894900,0.894900,0.870000,0.870000,0.870000,2405
2011-03-16,0.870000,0.880000,0.836000,0.860000,0.860000,6761
2011-03-17,0.860000,0.880000,0.810000,0.825400,0.825400,6042
2011-03-18,0.825400,0.850600,0.710000,0.816500,0.816500,10971
2011-03-19,0.816500,0.797000,0.731300,0.765000,0.765000,7457
2011-03-20,0.765000,0.790000,0.740200,0.741100,0.741100,4502
2011-03-21,0.741100,0.772400,0.740500,0.759000,0.759000,2780
2011-03-22,0.759000,0.810000,0.740500,0.809000,0.809000,9499
2011-03-23,0.809000,0.850000,0.780000,0.849700,0.849700,11029
2011-03-24,0.849700,0.900000,0.826600,0.866900,0.866900,12259
2011-03-25,0.866900,0.890000,0.861000,0.883800,0.883800,4225
2011-03-26,0.883800,0.905000,0.841000,0.855200,0.855200,10250
2011-03-27,0.855200,0.872100,0.815200,0.820000,0.820000,4439
2011-03-27,0.820000,0.850000,0.760000,0.799000,0.799000,10141
2011-03-28,0.799000,0.799700,0.764800,0.792500,0.792500,3312
2011-03-29,0.792500,0.795000,0.766000,0.789700,0.789700,2532
2011-03-30,0.789700,0.801000,0.768000,0.784600,0.784600,5429
2011-03-31,0.784600,0.797000,0.774100,0.774100,0.774100,2483
2011-04-01,0.774100,0.799800,0.774100,0.782000,0.782000,1965
2011-04-02,0.782000,0.794900,0.777000,0.779000,0.779000,3074
2011-04-03,0.779000,0.785000,0.561900,0.680000,0.680000,21652
2011-04-04,0.680000,0.747800,0.580000,0.710000,0.710000,6522
2011-04-05,0.710000,0.750000,0.690200,0.740000,0.740000,6264
2011-04-06,0.740000,0.784900,0.720500,0.753800,0.753800,8178
2011-04-07,0.753800,0.799000,0.730900,0.750000,0.750000,13854
2011-04-08,0.750000,0.767600,0.720500,0.730000,0.730000,8940
2011-04-09,0.730000,0.758900,0.710000,0.736900,0.736900,3946
2011-04-10,0.736900,0.799000,0.710300,0.770000,0.770000,11255
2011-04-11,0.770000,0.899000,0.770300,0.860000,0.860000,41333
2011-04-12,0.860000,1.000000,0.860000,0.922500,0.922500,40467
2011-04-13,0.922500,1.000000,0.910000,1.000000,1.000000,29643
2011-04-14,1.000000,1.090000,0.911000,0.989900,0.989900,50488
2011-04-15,0.989900,1.100000,0.954100,1.050000,1.050000,30097
2011-04-16,1.050000,1.140000,1.030000,1.110000,1.110000,26085
2011-04-17,1.110000,1.200000,1.110000,1.160000,1.160000,31552
2011-04-18,1.160000,1.200000,1.140000,1.200000,1.200000,14782
2011-04-19,1.200000,1.200000,1.130000,1.140000,1.140000,24691
2011-04-20,1.140000,1.210000,1.140000,1.210000,1.210000,46345
2011-04-21,1.210000,1.410000,1.190000,1.410000,1.410000,50929
2011-04-22,1.410000,1.950000,1.320000,1.700000,1.700000,103242
2011-04-23,1.700000,1.950000,1.600000,1.630000,1.630000,36076
2011-04-24,1.630000,1.700000,1.520000,1.560000,1.560000,21226
2011-04-25,1.560000,1.790000,1.530000,1.790000,1.790000,40211
2011-04-26,1.790000,1.950000,1.720000,1.900000,1.900000,62403
2011-04-27,1.900000,2.650000,1.660000,2.210000,2.210000,203392
2011-04-28,2.210000,2.950000,2.210000,2.880000,2.880000,148954
2011-04-29,2.880000,4.150000,2.750000,3.500000,3.500000,214977
2011-04-30,3.500000,3.870000,2.500000,3.030000,3.030000,143521
2011-05-01,3.030000,3.500000,3.030000,3.200000,3.200000,59421
2011-05-02,3.200000,3.490000,3.110000,3.410000,3.410000,56187
2011-05-03,3.410000,3.580000,3.250000,3.410000,3.410000,59434
2011-05-04,3.410000,3.450000,3.330000,3.330000,3.330000,52331
2011-05-05,3.330000,3.610000,3.290000,3.450000,3.450000,80063
2011-05-06,3.450000,3.700000,3.430000,3.640000,3.640000,64359
2011-05-07,3.640000,3.940000,3.630000,3.870000,3.870000,79620
2011-05-08,3.870000,3.900000,3.690000,3.800000,3.800000,43805
2011-05-09,3.800000,5.990000,3.810000,5.810000,5.810000,266466
2011-05-10,5.810000,6.070000,4.600000,5.500000,5.500000,281496
2011-05-11,5.500000,6.490000,5.220000,6.300000,6.300000,184839
2011-05-12,6.300000,8.450000,6.320000,8.200000,8.200000,478840
2011-05-13,8.200000,8.900000,5.830000,7.200000,7.200000,435571
2011-05-14,7.200000,7.780000,6.200000,6.990000,6.990000,123255
2011-05-15,6.990000,8.500000,6.750000,8.030000,8.030000,343050
2011-05-16,8.030000,8.390000,6.980000,7.190000,7.190000,265868
2011-05-17,7.190000,7.500000,6.600000,6.880000,6.880000,181331
2011-05-18,6.880000,7.340000,6.610000,6.810000,6.810000,170134
2011-05-19,6.810000,7.100000,5.580000,5.590000,5.590000,278992
2011-05-20,5.590000,6.520000,5.580000,6.120000,6.120000,185640
2011-05-21,6.120000,6.760000,5.990000,6.690000,6.690000,154432
2011-05-22,6.690000,7.450000,6.690000,7.150000,7.150000,250601
2011-05-23,7.150000,7.510000,6.960000,7.420000,7.420000,211827
2011-05-24,7.420000,9.330000,7.220000,8.400000,8.400000,510905
2011-05-25,8.400000,8.990000,8.010000,8.800000,8.800000,244820
2011-05-26,8.800000,8.830000,8.500000,8.500000,8.500000,125149
2011-05-27,8.500000,8.700000,8.110000,8.300000,8.300000,103463
2011-05-28,8.300000,8.490000,8.100000,8.430000,8.430000,62138
2011-05-29,8.430000,9.000000,8.250000,8.800000,8.800000,154258
2011-05-30,8.800000,9.500000,8.100000,8.740000,8.740000,406882
2011-05-31,8.740000,9.700000,8.300000,9.570000,9.570000,400564
2011-06-01,9.570000,10.890000,9.500000,10.600000,10.600000,415112
2011-06-02,10.600000,14.500000,10.580000,14.290000,14.290000,954513
2011-06-03,14.290000,18.889999,14.040000,18.889999,18.889999,729670
2011-06-04,18.889999,19.000000,16.200001,16.700001,16.700001,420612
2011-06-05,16.700001,19.230000,16.450001,18.549999,18.549999,1016927
2011-06-06,18.549999,24.320000,18.260000,23.920000,23.920000,1068903
2011-06-07,23.920000,31.910000,22.209999,29.600000,29.600000,2858820
2011-06-08,29.600000,31.500000,26.150000,28.920000,28.920000,1861589
2011-06-09,28.920000,29.400000,20.010000,23.950001,23.950001,2274786
2011-06-10,23.950001,23.990000,13.000000,14.650000,14.650000,2146587
2011-06-11,14.650000,24.990000,10.250000,18.549999,18.549999,2451134
2011-06-12,18.549999,24.500000,16.000000,19.840000,19.840000,1476239
2011-06-13,19.840000,20.500000,18.000000,19.280001,19.280001,696003
2011-06-14,19.280001,20.000000,19.020000,19.490000,19.490000,545336
2011-06-15,19.490000,19.889999,17.000000,17.000000,17.000000,927743
2011-06-16,17.000000,18.340000,13.000000,15.680000,15.680000,1684353
2011-06-17,15.680000,16.950001,15.050000,16.889999,16.889999,569949
2011-06-18,16.889999,18.879999,16.850000,17.510000,17.510000,536267
2011-06-19,17.510000,17.510000,17.510000,17.510000,17.510000,0
2011-06-20,17.510000,17.510000,17.510000,17.510000,17.510000,0
2011-06-21,17.510000,17.510000,17.510000,17.510000,17.510000,0
2011-06-22,17.510000,17.510000,17.510000,17.510000,17.510000,0
2011-06-23,17.510000,17.510000,17.510000,17.510000,17.510000,0
2011-06-24,17.510000,17.510000,17.510000,17.510000,17.510000,0
2011-06-25,17.510000,17.510000,14.010000,16.450001,16.450001,234621
2011-06-26,16.450001,18.000000,15.000000,16.750000,16.750000,535096
2011-06-27,16.750000,17.520000,16.500000,16.950001,16.950001,413032
2011-06-28,16.950001,17.200001,16.670000,16.850000,16.850000,355303
2011-06-29,16.850000,17.000000,15.730000,16.100000,16.100000,577145
2011-06-30,16.100000,16.740000,15.260000,15.400000,15.400000,529197
2011-07-01,15.400000,15.800000,15.270000,15.400000,15.400000,302134
2011-07-02,15.400000,15.690000,15.310000,15.440000,15.440000,259875
2011-07-03,15.440000,15.490000,13.140000,13.860000,13.860000,756913
2011-07-04,13.860000,15.000000,11.000000,12.910000,12.910000,1076305
2011-07-05,12.910000,16.500000,12.670000,14.780000,14.780000,1655319
2011-07-06,14.780000,15.900000,14.500000,14.780000,14.780000,825452
2011-07-07,14.780000,15.640000,13.900000,14.310000,14.310000,500143
2011-07-08,14.310000,14.700000,14.020000,14.380000,14.380000,171329
2011-07-09,14.380000,15.680000,14.350000,14.900000,14.900000,682903
2011-07-10,14.900000,15.200000,13.800000,14.210000,14.210000,706457
2011-07-11,14.210000,14.640000,13.900000,14.010000,14.010000,372986
2011-07-12,14.010000,14.150000,13.910000,13.950000,13.950000,145032
2011-07-13,13.950000,14.070000,13.700000,13.990000,13.990000,245982
2011-07-14,13.990000,14.090000,13.500000,13.810000,13.810000,344982
2011-07-15,13.810000,13.810000,13.500000,13.720000,13.720000,235142
2011-07-16,13.720000,13.750000,13.020000,13.160000,13.160000,458510
2011-07-17,13.160000,13.920000,12.510000,13.480000,13.480000,988903
2011-07-18,13.480000,14.700000,13.440000,13.850000,13.850000,948485
2011-07-19,13.850000,14.000000,13.400000,13.690000,13.690000,317332
2011-07-20,13.690000,13.780000,13.400000,13.610000,13.610000,341665
2011-07-21,13.610000,13.810000,13.450000,13.700000,13.700000,207044
2011-07-22,13.700000,13.760000,13.510000,13.680000,13.680000,306380
2011-07-23,13.680000,14.100000,13.600000,13.980000,13.980000,369041
2011-07-24,13.980000,14.720000,13.760000,14.050000,14.050000,448277
2011-07-25,14.050000,14.050000,13.770000,13.880000,13.880000,233585
2011-07-26,13.880000,14.130000,13.850000,13.940000,13.940000,160645
2011-07-27,13.940000,13.940000,13.310000,13.490000,13.490000,445690
2011-07-28,13.490000,13.700000,13.330000,13.500000,13.500000,98020
2011-07-29,13.500000,13.630000,13.450000,13.530000,13.530000,82590
2011-07-30,13.530000,14.900000,12.830000,13.350000,13.350000,618135
2011-07-31,13.350000,13.550000,12.850000,13.090000,13.090000,286373
2011-08-01,13.090000,13.100000,11.500000,12.050000,12.050000,709463
2011-08-02,12.050000,12.160000,8.700000,9.260000,9.260000,943628
2011-08-03,9.260000,11.150000,9.270000,10.750000,10.750000,529876
2011-08-04,10.750000,10.990000,9.500000,9.800000,9.800000,315866
2011-08-05,9.800000,9.950000,5.740000,6.550000,6.550000,801213
2011-08-06,6.550000,9.470000,6.010000,7.900000,7.900000,693796
2011-08-07,7.900000,8.160000,7.060000,7.800000,7.800000,263570
2011-08-08,7.800000,12.100000,7.670000,9.990000,9.990000,1112123
2011-08-09,9.990000,10.400000,9.500000,9.980000,9.980000,242598
2011-08-10,9.980000,10.500000,8.450000,9.460000,9.460000,550577
2011-08-11,9.460000,9.800000,8.910000,9.460000,9.460000,387476
2011-08-12,9.460000,10.250000,9.280000,10.130000,10.130000,291543
2011-08-13,10.130000,11.240000,9.620000,10.800000,10.800000,468353
2011-08-14,10.800000,11.890000,10.720000,11.150000,11.150000,431203
2011-08-15,11.150000,11.320000,10.810000,10.960000,10.960000,169357
2011-08-16,10.960000,11.100000,10.660000,10.950000,10.950000,249104
2011-08-17,10.950000,11.050000,10.810000,10.830000,10.830000,89515
2011-08-18,10.830000,11.810000,10.830000,11.650000,11.650000,384289
2011-08-19,11.650000,11.690000,11.400000,11.450000,11.450000,113880
2011-08-20,11.450000,11.510000,11.310000,11.310000,11.310000,99220
