Date,Open,High,Low,Close,Adj Close,Volume
1981-03-04,0.466518,0.466518,0.464286,0.464286,0.020806,3427200
1981-03-05,0.464286,0.464286,0.462054,0.462054,0.020706,1344000
1981-03-06,0.462054,0.462054,0.457589,0.457589,0.020506,2900800
1981-03-09,0.424107,0.424107,0.421875,0.421875,0.018906,3830400
1981-03-10,0.404018,0.404018,0.401786,0.401786,0.018006,7095200
1981-03-11,0.390625,0.390625,0.386161,0.386161,0.017305,7464800
1981-03-12,0.401786,0.404018,0.401786,0.401786,0.018006,14812000
1981-03-13,0.399554,0.399554,0.397321,0.397321,0.017805,57825600
1981-03-16,0.412946,0.417411,0.412946,0.412946,0.018506,9307200
1981-03-17,0.433036,0.437500,0.433036,0.433036,0.019406,10936800
1981-03-18,0.459821,0.464286,0.459821,0.459821,0.020606,9234400
1981-03-19,0.457589,0.457589,0.455357,0.455357,0.020406,9452800
1981-03-20,0.459821,0.464286,0.459821,0.459821,0.020606,3651200
1981-03-23,0.477679,0.482143,0.477679,0.477679,0.021407,5504800
1981-03-24,0.477679,0.477679,0.475446,0.475446,0.021307,7039200
1981-03-25,0.470982,0.470982,0.466518,0.466518,0.020906,1764000
1981-03-26,0.459821,0.459821,0.457589,0.457589,0.020506,3068800
1981-03-27,0.444196,0.444196,0.441964,0.441964,0.019806,3063200
1981-03-30,0.441964,0.446429,0.441964,0.441964,0.019806,2475200
1981-03-31,0.441964,0.441964,0.437500,0.437500,0.019606,3998400
1981-04-01,0.435268,0.435268,0.433036,0.433036,0.019406,8517600
1981-04-02,0.470982,0.473214,0.470982,0.470982,0.021106,7851200
1981-04-03,0.473214,0.475446,0.473214,0.473214,0.021207,4121600
1981-04-06,0.466518,0.466518,0.464286,0.464286,0.020806,5700800
1981-04-07,0.462054,0.462054,0.459821,0.459821,0.020606,2671200
1981-04-08,0.482143,0.486607,0.482143,0.482143,0.021607,5488000
1981-04-09,0.491071,0.493304,0.491071,0.491071,0.022007,3124800
1981-04-10,0.497768,0.500000,0.497768,0.497768,0.022307,8366400
1981-04-13,0.497768,0.500000,0.497768,0.497768,0.022307,4015200
1981-04-14,0.497768,0.500000,0.497768,0.497768,0.022307,1663200
1981-04-15,0.475446,0.475446,0.473214,0.473214,0.021207,8512000
1981-04-16,0.448661,0.448661,0.446429,0.446429,0.020006,5969600
1981-04-20,0.459821,0.462054,0.459821,0.459821,0.020606,8836800
1981-04-21,0.491071,0.493304,0.491071,0.491071,0.022007,7134400
1981-04-22,0.508929,0.511161,0.508929,0.508929,0.022807,4748800
1981-04-23,0.522321,0.524554,0.522321,0.522321,0.023407,14504000
1981-04-24,0.522321,0.522321,0.517857,0.517857,0.023207,8764000
1981-04-27,0.515625,0.515625,0.513393,0.513393,0.023007,9632000
1981-04-28,0.506696,0.506696,0.504464,0.504464,0.022607,8047200
1981-04-29,0.500000,0.500000,0.497768,0.497768,0.022307,3410400
1981-04-30,0.506696,0.511161,0.506696,0.506696,0.022707,3152800
1981-05-01,0.506696,0.511161,0.506696,0.506696,0.022707,4138400
1981-05-04,0.506696,0.506696,0.504464,0.504464,0.022607,3612000
1981-05-05,0.504464,0.504464,0.502232,0.502232,0.022507,4384800
1981-05-06,0.491071,0.491071,0.488839,0.488839,0.021907,4737600
1981-05-07,0.495536,0.497768,0.495536,0.495536,0.022207,2340800
1981-05-08,0.500000,0.502232,0.500000,0.500000,0.022407,1976800
1981-05-11,0.491071,0.491071,0.488839,0.488839,0.021907,2984800
1981-05-12,0.488839,0.495536,0.488839,0.488839,0.021907,1064000
1981-05-13,0.488839,0.493304,0.486607,0.486607,0.021807,1226400
1981-05-14,0.484375,0.484375,0.479911,0.479911,0.021507,1232000
1981-05-15,0.491071,0.497768,0.491071,0.491071,0.022007,1226400
1981-05-18,0.500000,0.504464,0.500000,0.500000,0.022407,1041600
1981-05-19,0.493304,0.493304,0.491071,0.491071,0.022007,6356000
1981-05-20,0.506696,0.511161,0.506696,0.506696,0.022707,3320800
1981-05-21,0.535714,0.537946,0.535714,0.535714,0.024007,8052800
1981-05-22,0.560268,0.564732,0.560268,0.560268,0.025108,7856800
1981-05-26,0.560268,0.560268,0.558036,0.558036,0.025008,21336000
1981-05-27,0.589286,0.591518,0.589286,0.589286,0.026408,37374400
1981-05-28,0.589286,0.591518,0.589286,0.589286,0.026408,18496800
1981-05-29,0.591518,0.593750,0.591518,0.591518,0.026508,14845600
1981-06-01,0.591518,0.593750,0.591518,0.591518,0.026508,12812800
1981-06-02,0.564732,0.564732,0.562500,0.562500,0.025208,10108000
1981-06-03,0.562500,0.566964,0.562500,0.562500,0.025208,9861600
1981-06-04,0.573661,0.575893,0.573661,0.573661,0.025708,14016800
1981-06-05,0.566964,0.566964,0.564732,0.564732,0.025308,14420000
1981-06-08,0.546875,0.546875,0.544643,0.544643,0.024407,23374400
1981-06-09,0.555804,0.558036,0.555804,0.555804,0.024908,29898400
1981-06-10,0.562500,0.569196,0.562500,0.562500,0.025208,6305600
1981-06-11,0.587054,0.589286,0.587054,0.587054,0.026308,9744000
1981-06-12,0.582589,0.582589,0.580357,0.580357,0.026008,6451200
1981-06-15,0.580357,0.580357,0.578125,0.578125,0.025908,35940800
1981-06-16,0.569196,0.569196,0.566964,0.566964,0.025408,9312800
1981-06-17,0.560268,0.560268,0.558036,0.558036,0.025008,6893600
1981-06-18,0.558036,0.560268,0.555804,0.555804,0.024908,5762400
1981-06-19,0.542411,0.542411,0.540179,0.540179,0.024207,6876800
1981-06-22,0.522321,0.522321,0.520089,0.520089,0.023307,2710400
1981-06-23,0.529018,0.533482,0.529018,0.529018,0.023707,3757600
1981-06-24,0.520089,0.520089,0.515625,0.515625,0.023107,5756800
1981-06-25,0.526786,0.529018,0.526786,0.526786,0.023607,6064800
1981-06-26,0.524554,0.524554,0.520089,0.520089,0.023307,5947200
1981-06-29,0.506696,0.506696,0.502232,0.502232,0.022507,2648800
1981-06-30,0.466518,0.466518,0.464286,0.464286,0.020806,8976800
1981-07-01,0.462054,0.462054,0.459821,0.459821,0.020606,42616000
1981-07-02,0.459821,0.462054,0.459821,0.459821,0.020606,7571200
1981-07-06,0.448661,0.448661,0.444196,0.444196,0.019906,4132800
1981-07-07,0.448661,0.453125,0.448661,0.448661,0.020106,3959200
1981-07-08,0.466518,0.468750,0.466518,0.466518,0.020906,4155200
1981-07-09,0.433036,0.433036,0.430804,0.430804,0.019306,8220800
1981-07-10,0.399554,0.399554,0.397321,0.397321,0.017805,13792800
1981-07-13,0.406250,0.408482,0.406250,0.406250,0.018206,11435200
1981-07-14,0.424107,0.428571,0.424107,0.424107,0.019006,4944800
1981-07-15,0.435268,0.437500,0.435268,0.435268,0.019506,2738400
1981-07-16,0.446429,0.450893,0.446429,0.446429,0.020006,3808000
1981-07-17,0.462054,0.464286,0.462054,0.462054,0.020706,4956000
1981-07-20,0.433036,0.433036,0.430804,0.430804,0.019306,5913600
1981-07-21,0.430804,0.430804,0.428571,0.428571,0.019206,7985600
1981-07-22,0.408482,0.408482,0.404018,0.404018,0.018106,5667200
1981-07-23,0.415179,0.417411,0.415179,0.415179,0.018606,8612800
1981-07-24,0.428571,0.430804,0.428571,0.428571,0.019206,7212800
1981-07-27,0.446429,0.448661,0.446429,0.446429,0.020006,4334400
1981-07-28,0.433036,0.433036,0.430804,0.430804,0.019306,5712000
1981-07-29,0.426339,0.426339,0.424107,0.424107,0.019006,3875200
1981-07-30,0.439732,0.444196,0.439732,0.439732,0.019706,2475200
1981-07-31,0.446429,0.448661,0.446429,0.446429,0.020006,2738400
1981-08-03,0.446429,0.446429,0.441964,0.441964,0.019806,3108000
1981-08-04,0.448661,0.450893,0.448661,0.448661,0.020106,7918400
1981-08-05,0.462054,0.464286,0.462054,0.462054,0.020706,4373600
1981-08-06,0.453125,0.453125,0.450893,0.450893,0.020206,2632000
1981-08-07,0.450893,0.453125,0.450893,0.450893,0.020206,2301600
1981-08-10,null,null,null,null,null,null
1981-08-11,0.441964,0.441964,0.437500,0.437500,0.019606,17864000
1981-08-12,0.430804,0.430804,0.428571,0.428571,0.019206,6568800
1981-08-13,0.417411,0.417411,0.415179,0.415179,0.018606,6871200
1981-08-14,0.412946,0.412946,0.408482,0.408482,0.018306,6048000
1981-08-17,0.399554,0.399554,0.395089,0.395089,0.017705,4726400
1981-08-18,0.390625,0.390625,0.386161,0.386161,0.017305,4250400
1981-08-19,0.386161,0.386161,0.381696,0.381696,0.017105,5168800
1981-08-20,0.386161,0.388393,0.386161,0.386161,0.017305,4278400
1981-08-21,0.363839,0.363839,0.359375,0.359375,0.016105,10477600
1981-08-24,0.339286,0.339286,0.337054,0.337054,0.015105,5768000
1981-08-25,0.345982,0.348214,0.345982,0.345982,0.015505,10175200
1981-08-26,0.341518,0.341518,0.339286,0.339286,0.015205,8400000
1981-08-27,0.341518,0.343750,0.341518,0.341518,0.015305,6479200
1981-08-28,0.359375,0.361607,0.359375,0.359375,0.016105,9508800
1981-08-31,0.359375,0.361607,0.359375,0.359375,0.016105,10236800
1981-09-01,0.381696,0.383929,0.381696,0.381696,0.017105,9256800
1981-09-02,0.388393,0.390625,0.388393,0.388393,0.017405,4844000
1981-09-03,0.372768,0.372768,0.368304,0.368304,0.016505,9368800
1981-09-04,0.366071,0.366071,0.363839,0.363839,0.016305,3813600
1981-09-08,0.354911,0.354911,0.352679,0.352679,0.015805,6361600
1981-09-09,0.352679,0.354911,0.352679,0.352679,0.015805,7632800
1981-09-10,0.354911,0.357143,0.354911,0.354911,0.015905,8702400
1981-09-11,0.352679,0.352679,0.350446,0.350446,0.015705,4384800
1981-09-14,0.341518,0.341518,0.339286,0.339286,0.015205,6921600
1981-09-15,0.332589,0.332589,0.330357,0.330357,0.014805,4877600
1981-09-16,0.325893,0.325893,0.323661,0.323661,0.014504,4838400
1981-09-17,0.316964,0.316964,0.314732,0.314732,0.014104,4844000
1981-09-18,0.316964,0.319196,0.316964,0.316964,0.014204,6580000
1981-09-21,0.319196,0.321429,0.319196,0.319196,0.014304,12258400
1981-09-22,0.303571,0.303571,0.301339,0.301339,0.013504,11855200
1981-09-23,0.299107,0.299107,0.294643,0.294643,0.013204,7050400
1981-09-24,0.294643,0.294643,0.292411,0.292411,0.013104,4575200
1981-09-25,0.258929,0.258929,0.254464,0.254464,0.011403,8652000
1981-09-28,0.256696,0.258929,0.256696,0.256696,0.011504,22932000
1981-09-29,0.270089,0.272321,0.270089,0.270089,0.012104,23671200
1981-09-30,0.272321,0.274554,0.272321,0.272321,0.012204,12499200
1981-10-01,0.272321,0.274554,0.272321,0.272321,0.012204,15282400
1981-10-02,0.294643,0.296875,0.294643,0.294643,0.013204,11261600
1981-10-05,0.303571,0.308036,0.303571,0.303571,0.013604,10774400
1981-10-06,0.303571,0.303571,0.301339,0.301339,0.013504,7089600
1981-10-07,0.319196,0.323661,0.319196,0.319196,0.014304,9710400
1981-10-08,0.330357,0.332589,0.330357,0.330357,0.014805,7772800
1981-10-09,0.332589,0.337054,0.332589,0.332589,0.014905,13630400
1981-10-12,0.343750,0.345982,0.343750,0.343750,0.015405,6837600
1981-10-13,0.343750,0.348214,0.343750,0.343750,0.015405,11048800
1981-10-14,0.325893,0.325893,0.323661,0.323661,0.014504,7744800
1981-10-15,0.330357,0.332589,0.330357,0.330357,0.014805,7358400
1981-10-16,0.328125,0.328125,0.325893,0.325893,0.014604,9116800
1981-10-19,0.332589,0.334821,0.332589,0.332589,0.014905,5146400
1981-10-20,0.350446,0.352679,0.350446,0.350446,0.015705,8932000
1981-10-21,0.350446,0.352679,0.350446,0.350446,0.015705,19224800
1981-10-22,0.350446,0.350446,0.348214,0.348214,0.015605,8069600
1981-10-23,0.341518,0.341518,0.339286,0.339286,0.015205,6977600
1981-10-26,0.339286,0.341518,0.339286,0.339286,0.015205,6820800
1981-10-27,0.345982,0.350446,0.345982,0.345982,0.015505,21397600
1981-10-28,0.357143,0.359375,0.357143,0.357143,0.016005,11043200
1981-10-29,0.354911,0.354911,0.352679,0.352679,0.015805,7621600
1981-10-30,0.357143,0.359375,0.357143,0.357143,0.016005,13182400
1981-11-02,0.357143,0.359375,0.357143,0.357143,0.016005,9228800
1981-11-03,0.354911,0.354911,0.352679,0.352679,0.015805,7095200
1981-11-04,0.345982,0.345982,0.343750,0.343750,0.015405,5952800
1981-11-05,0.321429,0.321429,0.319196,0.319196,0.014304,5840800
1981-11-06,0.321429,0.323661,0.321429,0.321429,0.014404,6148800
1981-11-09,0.325893,0.328125,0.325893,0.325893,0.014604,5096000
1981-11-10,0.328125,0.330357,0.328125,0.328125,0.014705,4188800
1981-11-11,0.337054,0.339286,0.337054,0.337054,0.015105,6860000
1981-11-12,0.348214,0.350446,0.348214,0.348214,0.015605,9979200
1981-11-13,0.325893,0.325893,0.323661,0.323661,0.014504,5252800
1981-11-16,0.321429,0.321429,0.319196,0.319196,0.014304,5639200
1981-11-17,0.325893,0.328125,0.325893,0.325893,0.014604,8853600
1981-11-18,0.337054,0.339286,0.337054,0.337054,0.015105,7285600
1981-11-19,0.337054,0.339286,0.337054,0.337054,0.015105,10001600
1981-11-20,0.339286,0.341518,0.339286,0.339286,0.015205,9525600
1981-11-23,0.328125,0.328125,0.323661,0.323661,0.014504,5740000
1981-11-24,0.323661,0.323661,0.321429,0.321429,0.014404,5538400
1981-11-25,0.328125,0.330357,0.328125,0.328125,0.014705,13137600
1981-11-27,0.337054,0.339286,0.337054,0.337054,0.015105,9312800
1981-11-30,0.334821,0.334821,0.332589,0.332589,0.014905,5992000
1981-12-01,0.332589,0.334821,0.332589,0.332589,0.014905,5846400
1981-12-02,0.334821,0.337054,0.334821,0.334821,0.015005,9391200
1981-12-03,0.332589,0.332589,0.330357,0.330357,0.014805,5107200
1981-12-04,0.339286,0.341518,0.339286,0.339286,0.015205,34288800
1981-12-07,0.341518,0.343750,0.341518,0.341518,0.015305,14823200
1981-12-08,0.339286,0.339286,0.334821,0.334821,0.015005,12656000
1981-12-09,0.337054,0.339286,0.337054,0.337054,0.015105,8568000
1981-12-10,0.337054,0.339286,0.337054,0.337054,0.015105,9352000
1981-12-11,0.337054,0.339286,0.334821,0.334821,0.015005,19023200
1981-12-14,0.328125,0.328125,0.323661,0.323661,0.014504,6311200
1981-12-15,0.332589,0.334821,0.332589,0.332589,0.014905,7828800
1981-12-16,0.348214,0.350446,0.348214,0.348214,0.015605,16363200
1981-12-17,0.377232,0.379464,0.377232,0.377232,0.016905,12863200
1981-12-18,0.408482,0.410714,0.408482,0.408482,0.018306,17931200
1981-12-21,0.392857,0.392857,0.390625,0.390625,0.017505,14100800
1981-12-22,0.397321,0.399554,0.397321,0.397321,0.017805,13456800
1981-12-23,0.390625,0.390625,0.388393,0.388393,0.017405,7224000
1981-12-24,0.390625,0.392857,0.390625,0.390625,0.017505,7229600
1981-12-28,0.377232,0.377232,0.372768,0.372768,0.016705,9144800
1981-12-29,0.379464,0.383929,0.379464,0.379464,0.017005,6059200
1981-12-30,0.395089,0.397321,0.395089,0.395089,0.017705,8047200
1981-12-31,0.395089,0.397321,0.395089,0.395089,0.017705,13664000
1982-01-04,0.395089,0.395089,0.392857,0.392857,0.017605,17813600
1982-01-05,0.377232,0.377232,0.372768,0.372768,0.016705,8960000
1982-01-06,0.370536,0.370536,0.368304,0.368304,0.016505,16520000
1982-01-07,0.343750,0.343750,0.339286,0.339286,0.015205,17511200
1982-01-08,0.354911,0.357143,0.354911,0.354911,0.015905,14151200
1982-01-11,0.334821,0.334821,0.332589,0.332589,0.014905,8332800
1982-01-12,0.323661,0.323661,0.321429,0.321429,0.014404,14980000
1982-01-13,0.321429,0.321429,0.319196,0.319196,0.014304,10438400
1982-01-14,0.334821,0.337054,0.334821,0.334821,0.015005,6428800
1982-01-15,0.357143,0.361607,0.357143,0.357143,0.016005,11676000
1982-01-18,0.363839,0.368304,0.363839,0.363839,0.016305,7000000
1982-01-19,0.359375,0.359375,0.354911,0.354911,0.015905,13876800
1982-01-20,0.361607,0.363839,0.361607,0.361607,0.016205,6456800
1982-01-21,0.368304,0.370536,0.368304,0.368304,0.016505,8332800
1982-01-22,0.370536,0.372768,0.370536,0.370536,0.016605,6064800
1982-01-25,0.361607,0.361607,0.359375,0.359375,0.016105,11177600
1982-01-26,0.350446,0.350446,0.345982,0.345982,0.015505,5303200
1982-01-27,0.348214,0.352679,0.348214,0.348214,0.015605,7840000
1982-01-28,0.359375,0.361607,0.359375,0.359375,0.016105,9900800
1982-01-29,0.363839,0.366071,0.363839,0.363839,0.016305,13288800
1982-02-01,0.363839,0.363839,0.359375,0.359375,0.016105,9632000
1982-02-02,0.361607,0.366071,0.361607,0.361607,0.016205,13568800
1982-02-03,0.361607,0.363839,0.361607,0.361607,0.016205,7868000
1982-02-04,0.354911,0.354911,0.352679,0.352679,0.015805,5510400
1982-02-05,0.352679,0.354911,0.352679,0.352679,0.015805,10074400
1982-02-08,0.332589,0.332589,0.330357,0.330357,0.014805,7924000
1982-02-09,0.330357,0.332589,0.330357,0.330357,0.014805,14476000
1982-02-10,0.334821,0.337054,0.334821,0.334821,0.015005,9699200
1982-02-11,0.332589,0.332589,0.330357,0.330357,0.014805,6132000
1982-02-12,0.334821,0.337054,0.334821,0.334821,0.015005,4911200
1982-02-16,0.330357,0.330357,0.328125,0.328125,0.014705,8579200
1982-02-17,0.332589,0.334821,0.332589,0.332589,0.014905,6395200
1982-02-18,0.337054,0.339286,0.337054,0.337054,0.015105,7095200
1982-02-19,0.337054,0.337054,0.334821,0.334821,0.015005,3399200
1982-02-22,0.332589,0.332589,0.330357,0.330357,0.014805,6658400
1982-02-23,0.328125,0.328125,0.325893,0.325893,0.014604,8635200
1982-02-24,0.328125,0.330357,0.328125,0.328125,0.014705,9486400
1982-02-25,0.328125,0.328125,0.325893,0.325893,0.014604,7700000
1982-02-26,0.325893,0.328125,0.325893,0.325893,0.014604,4356800
1982-03-01,0.328125,0.330357,0.328125,0.328125,0.014705,8825600
1982-03-02,0.328125,0.330357,0.328125,0.328125,0.014705,8702400
1982-03-03,0.328125,0.330357,0.328125,0.328125,0.014705,5913600
1982-03-04,0.323661,0.323661,0.321429,0.321429,0.014404,9592800
1982-03-05,0.299107,0.299107,0.296875,0.296875,0.013304,11328800
1982-03-08,0.294643,0.294643,0.292411,0.292411,0.013104,8786400
1982-03-09,0.294643,0.296875,0.294643,0.294643,0.013204,13126400
1982-03-10,0.292411,0.292411,0.290179,0.290179,0.013004,21733600
1982-03-11,0.290179,0.294643,0.290179,0.290179,0.013004,5644800
1982-03-12,0.274554,0.274554,0.272321,0.272321,0.012204,11636800
1982-03-15,0.272321,0.272321,0.270089,0.270089,0.012104,12840800
1982-03-16,0.267857,0.267857,0.265625,0.265625,0.011904,11788000
1982-03-17,0.254464,0.254464,0.252232,0.252232,0.011303,12622400
1982-03-18,0.272321,0.274554,0.272321,0.272321,0.012204,14084000
1982-03-19,0.296875,0.299107,0.296875,0.296875,0.013304,16452800
1982-03-22,0.319196,0.321429,0.319196,0.319196,0.014304,17298400
1982-03-23,0.316964,0.316964,0.314732,0.314732,0.014104,13988800
1982-03-24,0.299107,0.299107,0.296875,0.296875,0.013304,12902400
1982-03-25,0.296875,0.296875,0.294643,0.294643,0.013204,21028000
1982-03-26,0.292411,0.292411,0.290179,0.290179,0.013004,12695200
1982-03-29,0.296875,0.299107,0.296875,0.296875,0.013304,16900800
1982-03-30,0.301339,0.303571,0.301339,0.301339,0.013504,19488000
1982-03-31,0.301339,0.303571,0.301339,0.301339,0.013504,12538400
1982-04-01,0.316964,0.319196,0.316964,0.316964,0.014204,14784000
1982-04-02,0.316964,0.319196,0.316964,0.316964,0.014204,21201600
1982-04-05,0.316964,0.319196,0.316964,0.316964,0.014204,21660800
1982-04-06,0.316964,0.316964,0.314732,0.314732,0.014104,17897600
1982-04-07,0.312500,0.312500,0.310268,0.310268,0.013904,7274400
1982-04-08,0.312500,0.314732,0.312500,0.312500,0.014004,5997600
1982-04-12,0.312500,0.314732,0.310268,0.310268,0.013904,11076800
1982-04-13,0.287946,0.287946,0.285714,0.285714,0.012804,21324800
1982-04-14,0.287946,0.290179,0.287946,0.287946,0.012904,28397600
1982-04-15,0.292411,0.294643,0.292411,0.292411,0.013104,41070400
1982-04-16,0.301339,0.303571,0.301339,0.301339,0.013504,26012000
1982-04-19,0.299107,0.299107,0.294643,0.294643,0.013204,10320800
1982-04-20,0.283482,0.283482,0.281250,0.281250,0.012604,20137600
1982-04-21,0.281250,0.281250,0.279018,0.279018,0.012504,18256000
1982-04-22,0.276786,0.276786,0.274554,0.274554,0.012304,13148800
1982-04-23,0.274554,0.276786,0.274554,0.274554,0.012304,12073600
1982-04-26,0.281250,0.283482,0.281250,0.281250,0.012604,14481600
1982-04-27,0.274554,0.274554,0.272321,0.272321,0.012204,17567200
1982-04-28,0.263393,0.263393,0.261161,0.261161,0.011704,24808000
1982-04-29,0.261161,0.263393,0.261161,0.261161,0.011704,20557600
1982-04-30,0.263393,0.265625,0.263393,0.263393,0.011804,69350400
1982-05-03,0.272321,0.274554,0.272321,0.272321,0.012204,20675200
1982-05-04,0.281250,0.283482,0.281250,0.281250,0.012604,18496800
1982-05-05,0.281250,0.281250,0.276786,0.276786,0.012404,13484800
1982-05-06,0.285714,0.287946,0.285714,0.285714,0.012804,18866400
1982-05-07,0.290179,0.292411,0.290179,0.290179,0.013004,21179200
1982-05-10,0.287946,0.287946,0.285714,0.285714,0.012804,7901600
1982-05-11,0.279018,0.279018,0.276786,0.276786,0.012404,25754400
1982-05-12,0.272321,0.272321,0.270089,0.270089,0.012104,17752000
1982-05-13,0.272321,0.274554,0.272321,0.272321,0.012204,13613600
1982-05-14,0.265625,0.265625,0.261161,0.261161,0.011704,23934400
1982-05-17,0.258929,0.258929,0.256696,0.256696,0.011504,19051200
1982-05-18,0.254464,0.254464,0.252232,0.252232,0.011303,30508800
1982-05-19,0.252232,0.252232,0.250000,0.250000,0.011203,18821600
1982-05-20,0.252232,0.254464,0.252232,0.252232,0.011303,6904800
1982-05-21,0.254464,0.256696,0.254464,0.254464,0.011403,9710400
1982-05-24,0.256696,0.258929,0.256696,0.256696,0.011504,7996800
1982-05-25,0.256696,0.258929,0.256696,0.256696,0.011504,12891200
1982-05-26,0.256696,0.256696,0.254464,0.254464,0.011403,10819200
1982-05-27,0.252232,0.252232,0.250000,0.250000,0.011203,7812000
1982-05-28,0.250000,0.252232,0.250000,0.250000,0.011203,4799200
1982-06-01,0.247768,0.247768,0.245536,0.245536,0.011003,11900000
1982-06-02,0.250000,0.252232,0.250000,0.250000,0.011203,8226400
1982-06-03,0.245536,0.245536,0.241071,0.241071,0.010803,9940000
1982-06-04,0.236607,0.236607,0.234375,0.234375,0.010503,9419200
1982-06-07,0.234375,0.236607,0.234375,0.234375,0.010503,9290400
1982-06-08,0.234375,0.234375,0.232143,0.232143,0.010403,7851200
1982-06-09,0.229911,0.229911,0.227679,0.227679,0.010203,8461600
1982-06-10,0.229911,0.232143,0.229911,0.229911,0.010303,8601600
1982-06-11,0.238839,0.241071,0.238839,0.238839,0.010703,13658400
1982-06-14,0.238839,0.241071,0.238839,0.238839,0.010703,7498400
1982-06-15,0.238839,0.241071,0.238839,0.238839,0.010703,8803200
1982-06-16,0.238839,0.241071,0.238839,0.238839,0.010703,10432800
1982-06-17,0.236607,0.236607,0.234375,0.234375,0.010503,7291200
1982-06-18,0.234375,0.234375,0.229911,0.229911,0.010303,4967200
1982-06-21,0.229911,0.232143,0.229911,0.229911,0.010303,7134400
1982-06-22,0.238839,0.243304,0.238839,0.238839,0.010703,4390400
1982-06-23,0.245536,0.250000,0.245536,0.245536,0.011003,13188000
1982-06-24,0.245536,0.247768,0.245536,0.245536,0.011003,11037600
1982-06-25,0.238839,0.238839,0.236607,0.236607,0.010603,6669600
